2019-03-20 09:55:58,508 INFO  Inside CreateSpListItem constructor to create Client!
2019-03-20 09:55:58,530 INFO  Inside RetrieveQWOptionItems to retrieve QW Option List Items!
2019-03-20 09:55:58,531 INFO  Inside GetDigestValue to Get the DigestValue!
2019-03-20 09:55:58,741 INFO  Inside HasError func!
2019-03-20 09:55:59,701 INFO  Response after SP list items retrieval is not Null!
2019-03-20 09:55:59,701 INFO  Count of Response after SP list items retrieval is - 3
2019-03-20 09:55:59,701 INFO  Index of Response after SP list items retrieval - 0
2019-03-20 09:55:59,702 INFO  Status of Response after SP list items retrieval at index - 0 , is - True
2019-03-20 09:55:59,702 INFO  System of Response after SP list items retrieval at index - 0 , is - Baan
2019-03-20 09:55:59,702 INFO  problem of Response after SP list items retrieval at index - 0 , is - Can't Log In
2019-03-20 09:55:59,702 INFO  resolution of Response after SP list items retrieval at index - 0 , is - Reset Password
2019-03-20 09:55:59,702 INFO  Index of Response after SP list items retrieval - 1
2019-03-20 09:55:59,703 INFO  Status of Response after SP list items retrieval at index - 1 , is - True
2019-03-20 09:55:59,703 INFO  System of Response after SP list items retrieval at index - 1 , is - Baan
2019-03-20 09:55:59,703 INFO  problem of Response after SP list items retrieval at index - 1 , is - No Access
2019-03-20 09:55:59,703 INFO  resolution of Response after SP list items retrieval at index - 1 , is - Grant Security
2019-03-20 09:55:59,703 INFO  Index of Response after SP list items retrieval - 2
2019-03-20 09:55:59,703 INFO  Status of Response after SP list items retrieval at index - 2 , is - True
2019-03-20 09:55:59,703 INFO  System of Response after SP list items retrieval at index - 2 , is - Baan
2019-03-20 09:55:59,703 INFO  problem of Response after SP list items retrieval at index - 2 , is - No Access
2019-03-20 09:55:59,703 INFO  resolution of Response after SP list items retrieval at index - 2 , is - Referred to ISR
2019-03-20 09:55:59,705 INFO  Response after SP list items retrieval is not Null!
2019-03-20 09:55:59,705 INFO  Count of Response after SP list items retrieval is - 3
2019-03-20 09:55:59,705 INFO  Index of Response after SP list items retrieval - 0
2019-03-20 09:55:59,705 INFO  Status of Response after SP list items retrieval at index - 0 , is - True
2019-03-20 09:55:59,705 INFO  System of Response after SP list items retrieval at index - 0 , is - Baan
2019-03-20 09:55:59,705 INFO  Add title - Baan ,at index - 0 to dropdownOptions.systemList.
2019-03-20 09:55:59,705 INFO  problem of Response after SP list items retrieval at index - 0 , is - Can't Log In
2019-03-20 09:55:59,706 INFO  Add problem - Can't Log In ,at index - 0 to dropdownOptions.problemList.
2019-03-20 09:55:59,706 INFO  resolution of Response after SP list items retrieval at index - 0 , is - Reset Password
2019-03-20 09:55:59,706 INFO  Add resolution - Reset Password ,at index - 0 to dropdownOptions.resolutionList.
2019-03-20 09:55:59,706 INFO  Index of Response after SP list items retrieval - 1
2019-03-20 09:55:59,706 INFO  Status of Response after SP list items retrieval at index - 1 , is - True
2019-03-20 09:55:59,706 INFO  System of Response after SP list items retrieval at index - 1 , is - Baan
2019-03-20 09:55:59,706 INFO  dropdownOptions.systemList Contains title - Baan ,at index - 1
2019-03-20 09:55:59,706 INFO  problem of Response after SP list items retrieval at index - 1 , is - No Access
2019-03-20 09:55:59,706 INFO  Add problem - No Access ,at index - 1 to dropdownOptions.problemList.
2019-03-20 09:55:59,706 INFO  resolution of Response after SP list items retrieval at index - 1 , is - Grant Security
2019-03-20 09:55:59,706 INFO  Add resolution - Grant Security ,at index - 1 to dropdownOptions.resolutionList.
2019-03-20 09:55:59,707 INFO  Index of Response after SP list items retrieval - 2
2019-03-20 09:55:59,707 INFO  Status of Response after SP list items retrieval at index - 2 , is - True
2019-03-20 09:55:59,707 INFO  System of Response after SP list items retrieval at index - 2 , is - Baan
2019-03-20 09:55:59,707 INFO  dropdownOptions.systemList Contains title - Baan ,at index - 2
2019-03-20 09:55:59,707 INFO  problem of Response after SP list items retrieval at index - 2 , is - No Access
2019-03-20 09:55:59,707 INFO  dropdownOptions.problemList Contains problem - No Access ,at index - 2
2019-03-20 09:55:59,707 INFO  resolution of Response after SP list items retrieval at index - 2 , is - Referred to ISR
2019-03-20 09:55:59,707 INFO  Add resolution - Referred to ISR ,at index - 2 to dropdownOptions.resolutionList.
